474584195544260;0.076614454;-0.10534488;9.844957
474584199698151;0.019153614;-0.076614454;9.854534
474584204673151;0.06703765;-0.02873042;9.854534
474584209679401;0.009576807;-0.1436521;9.768343
474584214684088;0.06703765;-0.038307227;9.80665
474584219690338;0.009576807;-0.02873042;9.883265
474584224695026;0.08619126;-0.05746084;9.844957
474584229670026;0.02873042;-0.16280572;9.80665
474584234674713;0.0;-0.038307227;9.80665
474584239680963;0.05746084;-0.076614454;9.835381
474584244685651;0.038307227;-0.10534488;9.844957
474584249726276;0.0;-0.08619126;9.864111
474584254696588;0.009576807;-0.019153614;9.883265
474584259673151;0.02873042;-0.11492168;9.931149
474584264677838;0.08619126;-0.18195933;9.835381
474584269682526;0.038307227;-0.076614454;9.77792
474584274688776;0.05746084;-0.095768064;9.873688
474584279695026;0.05746084;-0.17238252;9.835381
474584284668463;0.019153614;-0.05746084;9.835381
474584289674713;0.06703765;-0.24899697;9.864111
474584294679401;0.019153614;-0.1436521;9.921572
474584299685651;0.076614454;-0.18195933;9.835381
474584304690338;0.0;-0.10534488;9.864111
474584309696588;0.038307227;-0.11492168;9.864111
474584314670026;0.05746084;-0.1436521;9.816227
474584319676276;0.02873042;-0.12449849;9.77792
474584324680963;0.02873042;-0.12449849;9.768343
474584329687213;0.019153614;-0.06703765;9.730036
474584334691901;0.02873042;-0.10534488;9.816227
474584339698151;0.06703765;-0.095768064;9.797073
474584344671588;0.02873042;-0.21068975;9.883265
474584349677838;0.047884032;-0.08619126;9.691729
474584354682526;0.076614454;-0.08619126;9.864111
474584359688776;0.038307227;-0.076614454;9.911995
474584364695026;0.019153614;-0.08619126;9.80665
474584369673151;-0.019153614;-0.08619126;9.883265
474584374674713;-0.009576807;-0.076614454;9.854534
474584379680963;0.0;-0.05746084;9.77792
474584384685651;0.047884032;-0.038307227;9.844957
474584389691901;0.076614454;-0.10534488;9.911995
474584394696588;0.02873042;-0.08619126;9.816227
474584399671588;0.076614454;-0.06703765;9.835381
474584404676276;0.038307227;-0.06703765;9.873688
474584409682526;0.019153614;-0.1340753;9.816227
474584414687213;0.076614454;-0.08619126;9.883265
474584419693463;0.06703765;-0.06703765;9.77792
474584424698151;0.06703765;-0.12449849;9.797073
474584429673151;0.038307227;-0.10534488;9.825804
474584434677838;-0.009576807;-0.019153614;9.80665
474584439684088;0.038307227;-0.12449849;9.768343
474584444688776;0.019153614;-0.076614454;9.835381
474584449741901;0.076614454;-0.12449849;9.80665
474584454670026;0.076614454;-0.1436521;9.787497
474584459674713;0.038307227;-0.1436521;9.768343
474584464680963;-0.019153614;-0.05746084;9.825804
474584469687213;-0.019153614;-0.05746084;9.825804
474584474691901;-0.019153614;-0.05746084;9.825804
474584479698151;0.05746084;-0.076614454;9.825804
474584484671588;-0.019153614;-0.11492168;9.77792
474584489677838;0.02873042;-0.10534488;9.844957
474584494682526;0.047884032;-0.1340753;9.883265
474584499688776;0.05746084;-0.076614454;9.80665
474584504693463;0.047884032;-0.095768064;9.921572
474584509699713;0.076614454;-0.1340753;9.730036
474584514673151;0.02873042;-0.05746084;9.911995
474584519679401;0.0;-0.06703765;9.825804
474584524684088;0.038307227;-0.02873042;9.844957
474584529690338;0.02873042;-0.1436521;9.77792
474584534696588;0.05746084;-0.16280572;9.835381
474584539670026;0.08619126;-0.05746084;9.720459
474584544674713;0.06703765;-0.10534488;9.883265
474584549680963;0.019153614;-0.095768064;9.921572
474584554687213;0.038307227;-0.08619126;9.80665
474584559691901;0.10534488;-0.12449849;9.931149
474584564698151;0.095768064;-0.06703765;9.787497
474584569673151;0.06703765;-0.1436521;9.797073
474584574677838;0.02873042;-0.095768064;9.911995
474584579684088;0.009576807;-0.047884032;9.816227
474584584688776;0.009576807;-0.12449849;9.80665
474584589695026;0.047884032;-0.12449849;9.835381
